,SHOT
21856,1031121027
21857,1031121028
21858,1031121029
21859,1031121030
21860,1031121031
21861,1031121032
21863,1031124002
21864,1031124003
21865,1031124004
21866,1031124005
21867,1031124006
21868,1031124007
21869,1031124008
21870,1031124009
21871,1031124010
21872,1031124011
21874,1031124013
21875,1031124014
21876,1031124015
21877,1031124016
21878,1031124017
21879,1031124018
21880,1031124019
21881,1031124020
21882,1031124021
21883,1031124022
21885,1031124024
21886,1031124025
21887,1031124026
21888,1031124027
21889,1031124028
21890,1031124029
21891,1031124030
21892,1031124031
21893,1031124032
21894,1031124033
21895,1031125001
21896,1031125002
21897,1031125003
21898,1031125004
21899,1031125005
21900,1031125006
21901,1031125007
21902,1031125008
21903,1031125009
21904,1031125010
21905,1031125011
21906,1031125012
21907,1031125013
21908,1031125014
21909,1031125015
21910,1031125016
21911,1031125017
21912,1031125018
21913,1031125019
21914,1031125020
21915,1031125021
21916,1031125022
21917,1031125023
21918,1031125024
21919,1031125025
21920,1031125026
21921,1031125027
21922,1031125028
21923,1031125029
21924,1031125030
21926,1031125033
21927,1031126001
21928,1031126003
21929,1031126004
21930,1031126005
21931,1031126006
21932,1031126007
21933,1031126008
21934,1031126009
21935,1031126010
21936,1031126011
21937,1031126012
21938,1031126013
21939,1031126014
21940,1031126015
21941,1031126016
21942,1031126017
21943,1031126018
21944,1031126019
21945,1031126020
21946,1031126021
21947,1031126022
21948,1031126023
21949,1031126024
21950,1031126025
21951,1031126026
21952,1031126027
21953,1031126028
21954,1031126029
21956,1031202002
21957,1031202003
21958,1031202004
21959,1031202005
21960,1031202006
21961,1031202007
21962,1031202008
21963,1031202009
21964,1031202010
21965,1031202011
21966,1031202012
21967,1031202013
21968,1031202014
21969,1031202015
21970,1031202016
21971,1031202017
21972,1031202018
21973,1031202019
21974,1031202020
21975,1031202021
21976,1031202022
21977,1031202023
21978,1031202024
21979,1031202025
21980,1031202026
21981,1031202027
21982,1031202028
21983,1031202029
21984,1031203001
21985,1031203002
21986,1031203003
21987,1031203004
21988,1031203005
21989,1031203006
21990,1031203007
21991,1031203008
21992,1031203009
21993,1031203010
21994,1031203011
21995,1031203012
21997,1031203014
21998,1031203015
21999,1031203016
22000,1031203017
22001,1031203018
22002,1031203019
22003,1031203020
22004,1031203021
22005,1031203022
22006,1031203023
22007,1031203024
22008,1031203025
22009,1031203026
22010,1031203027
22011,1031203028
22012,1031204001
22013,1031204002
22014,1031204003
22015,1031204004
22016,1031204005
22017,1031204006
22018,1031204007
22019,1031204008
22020,1031204009
22022,1031204011
22023,1031204012
22024,1031204013
22025,1031204014
22026,1031204015
22027,1031204016
22028,1031204017
22029,1031204018
22030,1031204019
22031,1031204020
22032,1031204021
22033,1031204022
22034,1031204023
22035,1031204024
22036,1031204025
22037,1031204026
22038,1031204027
22039,1031204028
22040,1031204029
22041,1031204030
22042,1031204031
22043,1031204032
22044,1031204033
22045,1031204034
22046,1031204035
22047,1031204036
22048,1031204037
22051,1031205003
22052,1031205004
22053,1031205005
22054,1031205006
22055,1031205007
22056,1031205008
22057,1031205009
22058,1031205010
22059,1031205011
22060,1031205012
22061,1031205013
22062,1031205014
22063,1031205015
22064,1031205016
22065,1031205017
22066,1031205018
22067,1031205019
22068,1031205020
22069,1031205021
22070,1031205022
22071,1031209001
22072,1031209002
22073,1031209003
22074,1031209004
22076,1031209006
22077,1031209007
22078,1031209008
22079,1031209009
22080,1031209010
22081,1031209011
22082,1031209012
22083,1031209013
22084,1031209014
22085,1031209015
22086,1031209016
22087,1031209017
22088,1031209018
22089,1031209019
22090,1031209020
22091,1031209021
22092,1031209022
22093,1031209023
22094,1031209024
22095,1031209025
22096,1031209026
22097,1031209027
22098,1031209028
22099,1031209029
22100,1031209030
22101,1031209032
22102,1031209033
22103,1031209034
22104,1031210001
22105,1031210002
22106,1031210003
22107,1031210004
22108,1031210005
22109,1031210006
22110,1031210007
22111,1031210008
22112,1031210009
22113,1031210010
22114,1031210011
22115,1031210012
22116,1031210013
22117,1031210014
22118,1031210015
22119,1031210016
22120,1031210017
22121,1031210018
22122,1031210019
22123,1031210020
22124,1031210021
22125,1031210022
22126,1031210023
22127,1031210024
22128,1031210025
22129,1031210026
22130,1031210027
22131,1031210028
22132,1031210029
22133,1031210030
22134,1031210031
22135,1031210032
22136,1031210033
22137,1031211001
22138,1031211002
22139,1031211003
22140,1031211004
22141,1031211005
22142,1031211006
22143,1031211007
22144,1031211008
22145,1031211009
22146,1031211010
22147,1031211011
22148,1031211012
22149,1031211013
22150,1031211014
22151,1031211015
22152,1031211016
22153,1031211017
22154,1031211018
22155,1031211019
22156,1031211020
22157,1031211021
22159,1031211024
22160,1031211025
22161,1031211026
22162,1031211027
22163,1031211028
22164,1031211029
22165,1031211030
22167,1031212002
22168,1031212003
22169,1031212004
22170,1031212005
22171,1031212006
22172,1031212007
22173,1031212008
22174,1031212009
22175,1031212010
22176,1031212011
22177,1031212012
22178,1031212013
22179,1031212014
22180,1031212015
22181,1031212016
22182,1031212017
22183,1031212018
22184,1031212019
22185,1031212020
22186,1031212021
22187,1031212022
22188,1031212023
22189,1031212024
22190,1031212025
22191,1031212026
22192,1031212027
22193,1031212028
22194,1031212029
22195,1031212030
22196,1031212031
22197,1031212032
22198,1031212033
22199,1031212034
22200,1031212035
22201,1031216001
22202,1031216002
22203,1031216003
22204,1031216004
22205,1031216005
22206,1031216006
22207,1031216007
22208,1031216008
22209,1031216009
22210,1031216010
22211,1031216011
22212,1031216012
22213,1031216013
22214,1031216014
22215,1031216015
22216,1031216016
22217,1031216017
22218,1031216018
22220,1031216020
22221,1031216021
22222,1031217001
22223,1031217002
22224,1031217003
22225,1031217004
22226,1031217005
22227,1031217006
22228,1031217007
22229,1031217008
22230,1031217009
22231,1031217010
22232,1031217011
22233,1031217012
22234,1031217013
22235,1031217014
22236,1031217015
22237,1031217016
22238,1031217017
22239,1031217018
22240,1031217019
22241,1031217020
22242,1031217021
22243,1031217022
22244,1031217023
22245,1031217024
22246,1031217025
22247,1031217026
22248,1031217027
22249,1031217028
22250,1031217030
22251,1031217031
22252,1031217032
22253,1031217033
22254,1031218001
22255,1031218002
22256,1031218003
22257,1031218004
22258,1031218005
22259,1031218006
22260,1031218007
22261,1031218008
22262,1031218009
22263,1031218010
22264,1031218011
22265,1031218012
22266,1031218013
22267,1031218014
22268,1031218015
22269,1031218016
22270,1031218017
22271,1031218018
22272,1031218019
22273,1031218020
22274,1031218021
22275,1031218022
22276,1031218023
22277,1031218024
22278,1031218025
22279,1031218026
22280,1031218027
22281,1031218028
22282,1031218029
22283,1031218030
22284,1031219001
22285,1031219002
22286,1031219003
22287,1031219004
22288,1031219005
22289,1031219006
22290,1031219007
22291,1031219008
22292,1031219009
22293,1031219010
22294,1031219011
22295,1031219012
22296,1031219013
22297,1031219014
22298,1031219015
22299,1031219016
22300,1031219017
22301,1031219018
22302,1031219019
22303,1031219020
22304,1031219021
22305,1031219022
22306,1031219023
22307,1031219024
22308,1031219025
22309,1031219026
22310,1031219027
22312,1031219029
22313,1031219030
22314,1031219031
22318,1040106003
22319,1040106004
22320,1040106005
22321,1040106006
22322,1040106007
22323,1040106008
22324,1040106009
22325,1040106010
22326,1040106011
22327,1040106012
22328,1040106013
22329,1040106014
22330,1040106015
22331,1040106016
22332,1040106017
22333,1040106018
22335,1040106020
22336,1040106021
22337,1040106022
22338,1040106023
22339,1040106024
22340,1040106025
22341,1040106026
22342,1040106027
22343,1040106028
22344,1040106029
22345,1040106030
22346,1040106031
22348,1040106033
22349,1040106034
22350,1040106035
22353,1040107004
22354,1040107005
22355,1040107006
22356,1040107007
22357,1040107008
22358,1040107009
22359,1040107010
22360,1040107011
22361,1040107012
22362,1040107013
22363,1040107014
22364,1040107015
22365,1040107016
22366,1040107017
22367,1040107018
22368,1040107019
22369,1040107020
22370,1040107021
22371,1040107022
22372,1040107023
22373,1040107024
22374,1040107025
22375,1040107026
22376,1040107027
22377,1040107028
22378,1040107029
22379,1040107030
22380,1040107031
22381,1040108001
22382,1040108002
22383,1040108003
22384,1040108004
22385,1040108005
22386,1040108006
22387,1040108007
22388,1040108008
22389,1040108009
22390,1040108010
22391,1040108011
22392,1040108012
22393,1040108013
22394,1040108014
22395,1040108015
22396,1040108016
22397,1040108017
22398,1040108018
22399,1040108019
22400,1040108020
22401,1040108021
22402,1040108022
22403,1040108023
22404,1040108024
22405,1040108025
22410,1040115004
22411,1040115005
22412,1040115006
22413,1040115007
22414,1040115008
22415,1040115009
22416,1040115010
22417,1040115011
22418,1040115012
22419,1040115013
22420,1040115014
22421,1040115015
22422,1040115016
22423,1040115017
22424,1040115018
22425,1040115019
22426,1040115020
22427,1040115021
22428,1040115022
22429,1040115023
22430,1040115024
22431,1040115025
22432,1040115026
22433,1040115027
22472,1040122001
22473,1040122002
22474,1040122003
22475,1040122004
22476,1040122005
22477,1040122007
22478,1040122008
22479,1040122009
22480,1040122010
22481,1040122011
22482,1040122012
22483,1040122013
22484,1040122014
22485,1040122015
22486,1040122016
22487,1040122017
22488,1040122018
22489,1040122019
22490,1040122020
22491,1040122021
22492,1040122022
22493,1040122023
22494,1040122024
22495,1040122025
22496,1040122026
22497,1040122027
22498,1040122028
22499,1040122029
22500,1040122030
22501,1040123001
22502,1040123002
22503,1040123003
22504,1040123004
22505,1040123005
22506,1040123006
22507,1040123007
22508,1040123008
22509,1040123009
22510,1040123010
22511,1040123011
22512,1040123012
22513,1040123013
22514,1040123014
22515,1040123015
22516,1040123016
22517,1040123017
22518,1040123018
22519,1040123019
22520,1040123020
22521,1040123021
22522,1040123022
22523,1040123023
22524,1040123024
22525,1040123025
22526,1040123026
22527,1040123027
22528,1040123028
22529,1040123029
22530,1040123030
22531,1040123031
22532,1040123032
22533,1040123033
22541,1040127002
22542,1040127003
22543,1040127004
22544,1040127005
22545,1040127006
22546,1040127007
22547,1040127008
22548,1040127009
22549,1040127010
22550,1040128001
22551,1040128002
22552,1040128003
22553,1040128004
22554,1040128005
22555,1040128006
22556,1040128007
22557,1040128008
22558,1040128009
22559,1040128010
22560,1040128011
22561,1040128012
22562,1040128013
22563,1040128014
22564,1040128015
22565,1040128016
22566,1040128017
22567,1040128018
22568,1040128019
22569,1040128020
22570,1040128021
22571,1040128022
22572,1040129001
22573,1040129002
22574,1040129003
22575,1040129004
22576,1040129005
22577,1040129006
22578,1040129007
22579,1040129008
22580,1040129009
22581,1040129010
22582,1040129011
22583,1040129012
22584,1040129013
22585,1040129014
22586,1040129015
22587,1040129016
22588,1040129017
22589,1040129018
22590,1040129019
22591,1040129020
22592,1040129021
22593,1040129022
22594,1040129023
22595,1040129024
22596,1040129025
22597,1040129026
22598,1040129027
22600,1040129029
22601,1040129030
22602,1040129031
22603,1040129032
22607,1040209001
22608,1040209002
22609,1040209003
22610,1040209004
22611,1040209005
22612,1040209006
22613,1040209007
22614,1040209008
22615,1040209009
22616,1040209010
22617,1040209011
22618,1040209012
22619,1040209013
22620,1040209014
22621,1040209015
22622,1040209016
22623,1040209017
22624,1040209018
22625,1040209019
22626,1040209020
22627,1040209021
22628,1040209022
22629,1040209023
22630,1040209024
22631,1040209025
22632,1040209026
22633,1040209027
22634,1040209028
22635,1040209029
22636,1040209030
22637,1040209031
22640,1040210003
22641,1040210004
22642,1040210005
22643,1040210006
22644,1040210007
22645,1040210008
22646,1040210009
22647,1040210010
22648,1040210011
22649,1040210012
22650,1040210013
22651,1040210014
22652,1040210015
22653,1040210016
22654,1040210017
22655,1040210018
22656,1040210019
22657,1040210020
22658,1040210021
22659,1040210022
22660,1040210023
22661,1040210024
22663,1040210026
22664,1040210027
22665,1040210028
22666,1040210029
22667,1040210030
22668,1040210031
22669,1040210032
22670,1040210033
22673,1040211003
22674,1040211004
22675,1040211005
22676,1040211006
22677,1040211007
22678,1040211008
22679,1040211009
22680,1040211010
22681,1040211011
22682,1040211012
22683,1040211013
22684,1040211014
22685,1040211015
